Hyperparameters:
output_dir: Nouvelle_version/MAML/output/SimpleNN/n_inner_iter=1
n_way: 10
k_spt: 10
k_qry: 15
num_classes: 20
num_elements_per_class: 35
perc_training_set: 0.7
task_num: 10
epochs: 100
meta_lr: 0.001
model_class: ConvNet_Sans_Dropout
seed: 1
inner_opt_train_lr: 0.1
inner_opt_test_lr: 0.1
n_inner_iter: 1

Accuracy Results:
Epoch 0.0: Train Accuracy = 10.53%, Test Accuracy = 11.13%
Epoch 1: Train Accuracy = 13.07%, Test Accuracy = 10.67%
Epoch 1.5: Train Accuracy = 10.53%, Test Accuracy = 10.00%
Epoch 2.0: Train Accuracy = 11.27%, Test Accuracy = 11.53%
Epoch 3: Train Accuracy = 10.13%, Test Accuracy = 10.47%
Epoch 3.5: Train Accuracy = 10.00%, Test Accuracy = 10.33%
Epoch 4.0: Train Accuracy = 9.93%, Test Accuracy = 10.33%
Epoch 5: Train Accuracy = 11.87%, Test Accuracy = 9.87%
Epoch 5.5: Train Accuracy = 9.53%, Test Accuracy = 10.33%
Epoch 6.0: Train Accuracy = 9.93%, Test Accuracy = 11.27%
Epoch 7: Train Accuracy = 12.07%, Test Accuracy = 11.20%
Epoch 7.5: Train Accuracy = 11.80%, Test Accuracy = 15.13%
Epoch 8.0: Train Accuracy = 10.80%, Test Accuracy = 12.20%
Epoch 9: Train Accuracy = 13.33%, Test Accuracy = 13.00%
Epoch 9.5: Train Accuracy = 11.73%, Test Accuracy = 15.87%
Epoch 10.0: Train Accuracy = 11.00%, Test Accuracy = 11.80%
Epoch 11: Train Accuracy = 13.80%, Test Accuracy = 12.40%
Epoch 11.5: Train Accuracy = 11.20%, Test Accuracy = 13.47%
Epoch 12.0: Train Accuracy = 10.67%, Test Accuracy = 12.33%
Epoch 13: Train Accuracy = 11.87%, Test Accuracy = 10.47%
Epoch 13.5: Train Accuracy = 12.53%, Test Accuracy = 13.87%
Epoch 14.0: Train Accuracy = 11.00%, Test Accuracy = 10.33%
Epoch 15: Train Accuracy = 10.20%, Test Accuracy = 11.67%
Epoch 15.5: Train Accuracy = 13.00%, Test Accuracy = 12.47%
Epoch 16.0: Train Accuracy = 11.53%, Test Accuracy = 11.33%
Epoch 17: Train Accuracy = 12.13%, Test Accuracy = 11.93%
