Hyperparameters:
output_dir: Nouvelle_version/MAML/output/SimpleNN/n_inner_iter=3_meta_lr=1e-4_inner_opt_train_lr=0.001
n_way: 10
k_spt: 10
k_qry: 15
num_classes: 20
num_elements_per_class: 35
perc_training_set: 0.7
task_num: 10
epochs: 500
meta_lr: 0.0001
model_class: ConvNet_Sans_Dropout
seed: 1
inner_opt_train_lr: 0.001
inner_opt_test_lr: 0.1
n_inner_iter: 3

Accuracy Results:
Epoch 0.0: Train Accuracy = 17.67%, Test Accuracy = 18.73%
Epoch 1: Train Accuracy = 13.87%, Test Accuracy = 17.47%
Epoch 1.5: Train Accuracy = 18.13%, Test Accuracy = 15.07%
Epoch 2.0: Train Accuracy = 20.67%, Test Accuracy = 19.33%
Epoch 3: Train Accuracy = 13.93%, Test Accuracy = 17.87%
Epoch 3.5: Train Accuracy = 18.53%, Test Accuracy = 12.67%
Epoch 4.0: Train Accuracy = 17.80%, Test Accuracy = 20.00%
Epoch 5: Train Accuracy = 12.47%, Test Accuracy = 20.07%
Epoch 5.5: Train Accuracy = 20.60%, Test Accuracy = 15.27%
Epoch 6.0: Train Accuracy = 18.27%, Test Accuracy = 19.60%
Epoch 7: Train Accuracy = 15.27%, Test Accuracy = 19.80%
Epoch 7.5: Train Accuracy = 16.73%, Test Accuracy = 13.60%
Epoch 8.0: Train Accuracy = 18.67%, Test Accuracy = 18.73%
Epoch 9: Train Accuracy = 14.87%, Test Accuracy = 19.47%
Epoch 9.5: Train Accuracy = 21.00%, Test Accuracy = 14.07%
Epoch 10.0: Train Accuracy = 19.07%, Test Accuracy = 18.53%
Epoch 11: Train Accuracy = 15.40%, Test Accuracy = 21.40%
Epoch 11.5: Train Accuracy = 18.67%, Test Accuracy = 12.33%
Epoch 12.0: Train Accuracy = 17.13%, Test Accuracy = 20.60%
Epoch 13: Train Accuracy = 11.60%, Test Accuracy = 21.27%
Epoch 13.5: Train Accuracy = 20.47%, Test Accuracy = 12.00%
Epoch 14.0: Train Accuracy = 20.07%, Test Accuracy = 19.13%
Epoch 15: Train Accuracy = 12.67%, Test Accuracy = 20.13%
Epoch 15.5: Train Accuracy = 20.80%, Test Accuracy = 11.40%
Epoch 16.0: Train Accuracy = 19.53%, Test Accuracy = 20.47%
Epoch 17: Train Accuracy = 11.53%, Test Accuracy = 19.07%
Epoch 17.5: Train Accuracy = 19.67%, Test Accuracy = 13.87%
Epoch 18.0: Train Accuracy = 21.87%, Test Accuracy = 19.13%
Epoch 19: Train Accuracy = 13.13%, Test Accuracy = 19.47%
Epoch 19.5: Train Accuracy = 20.27%, Test Accuracy = 14.93%
Epoch 20.0: Train Accuracy = 23.07%, Test Accuracy = 19.07%
Epoch 21: Train Accuracy = 14.00%, Test Accuracy = 20.53%
Epoch 21.5: Train Accuracy = 18.80%, Test Accuracy = 16.47%
Epoch 22.0: Train Accuracy = 18.40%, Test Accuracy = 20.33%
Epoch 23: Train Accuracy = 14.00%, Test Accuracy = 20.33%
Epoch 23.5: Train Accuracy = 19.60%, Test Accuracy = 14.07%
Epoch 24.0: Train Accuracy = 20.20%, Test Accuracy = 20.00%
Epoch 25: Train Accuracy = 15.00%, Test Accuracy = 16.93%
Epoch 25.5: Train Accuracy = 19.87%, Test Accuracy = 12.27%
Epoch 26.0: Train Accuracy = 18.47%, Test Accuracy = 18.87%
Epoch 27: Train Accuracy = 14.27%, Test Accuracy = 17.67%
Epoch 27.5: Train Accuracy = 19.53%, Test Accuracy = 12.47%
Epoch 28.0: Train Accuracy = 18.40%, Test Accuracy = 21.80%
Epoch 29: Train Accuracy = 12.20%, Test Accuracy = 19.40%
Epoch 29.5: Train Accuracy = 19.60%, Test Accuracy = 14.40%
Epoch 30.0: Train Accuracy = 19.67%, Test Accuracy = 20.93%
Epoch 31: Train Accuracy = 13.53%, Test Accuracy = 18.27%
Epoch 31.5: Train Accuracy = 19.20%, Test Accuracy = 14.13%
Epoch 32.0: Train Accuracy = 19.60%, Test Accuracy = 20.07%
Epoch 33: Train Accuracy = 12.13%, Test Accuracy = 19.93%
Epoch 33.5: Train Accuracy = 19.53%, Test Accuracy = 13.53%
Epoch 34.0: Train Accuracy = 21.33%, Test Accuracy = 21.13%
Epoch 35: Train Accuracy = 17.00%, Test Accuracy = 20.27%
Epoch 35.5: Train Accuracy = 20.73%, Test Accuracy = 13.80%
Epoch 36.0: Train Accuracy = 17.67%, Test Accuracy = 20.87%
